barcode,brand,product_name,size,category_1,category_2,category_3
031284337315,PHILLIPS DIGESTIVE,PHILLIPS MOM ADULT LAXATIVES OVERNIGHT CHEWBL 100 CT 100 CT RP,100 CT,HEALTH & WELLNESS,TOTAL DIGESTIVE HEALTH,ADULT LAXATIVES
022400649597,TRESEMME,TRESEMME MOISTURE RICH MOISTURIZING SHAMPOO LIQUID DRY DAMAGED PLASTIC BOTTLE PUMP RP 32 OZ,32 OZ,DAILY HAIR CARE,WASH & CARE,REGULAR/ BASIC SHAMPOO
028400071659,CHEETOS,CHEETOS SIMPLY CHEESE SNACK WHITE CHEDDAR 8 OZ 1 CT,8 OZ,FLNA,SALTY SNACKS,CURLS AND PUFFS
022400651606,TRESEMME,TRESEMME SMOOTH AND SILKY SMOOTHING SHAMPOO LIQUID PLASTIC BOTTLE IN BX SP 32 OZ - 0022400651602,32 OZ,DAILY HAIR CARE,WASH & CARE,SHAMPOO X DRY
072030019949,ENTENMANNS,ENTENMANNS NEW YORK STYLE CRUMB CAKE 18 OZ,NULL,BAKED GOODS,ENTENMANNS HERITAGE,CAKES
012000151101,PEPSI,PEPSI WILD CHERRY SODA CHERRY COLA PLSTC WRPD PLST BTLS 16 OZ 6 CT,16 OZ,LRB,CSD,CSD
016000490864,REESES PUFFS,REESES PUFFS RTE CEREAL - FAMILY SIZE,1 PACK,CEREAL,RTE CEREAL,KID
062338983202,AIR WICK,AIR WICK SPR JOY SCENTED OIL REFILL WRM APL CRMB BTL 1.34 FL OZ CRDD W/ELCT WRMR 006233898320,6.17 OZ,AIR CARE,LIQUID ELECTRICALS,LIQUID ELECTRICALS
852304007816,TERRAPIN,TERRAPIN DEPTH PERCEPTION 1 PACK 19.2OZ AL CAN,19.2 OZ,BEER,CRAFT,1PK 19.2OZ AL CAN
071249043073,LOREAL PARIS COSMETICS,LP COLOUR RICHE ORIGINAL STP LP CLR STCK SATIN TBE,1 CT,COLOR COSMETICS,LIP,LIPSTICK
764302215936,SHEA MOISTURE,SHEA MOISTURE REGULAR HAIR CONDITIONER FOAM NTRL CHMC TRT HT STY RP 7.5 OZ - 0764302215931,7 OZ,DAILY HAIR CARE,WASH & CARE,CONDITIONER X DRY
019200899536,LYSOL,MOLD AND MILDEW BLASTER BLEACH AND SHINE,28 OZ,HOUSEHOLD CLEANING SUPPLIES,BATHROOM CLEANERS,MOLD AND MILDEW
079400352972,DOVE,DOVE ADVANCED CARE ANTI PERSPIRANT DEOD COOL ESSENTIALS 48 HOUR ALMNM ZRCNM TRCH G#1 PLASTIC CONTAINER RP 2.6 OZ - 0079400352971,3 OZ,APDEO,APDEO X BODY SPRAY/MISTS,STICK DEO
079400476937,DOVE MEN+CARE,DOVE MEN + CARE OES IS OCEAN BREEZE 12 PIECE 2.6 OZ.,2.6 OZ,APDEO,APDEO X BODY SPRAY/MISTS,STICK DEO
041554464238,MAYBELLINE,MAYBELLINE KITS EYE,1 CT,COLOR COSMETICS,KITS,NOT APPLICABLE
615908421569,TIGI,TIGI CATWALK ROOT BOOST STYLING SPRAY SPRAY REGULAR HAIR STYLING PRODUCT RP 8.5 OZ - 0615908421561,8 OZ,DAILY HAIR CARE,STYLING,STYLING AIDS
800897827885,NYX PROFESSIONAL MAKEUP,NYX PROFESSIONAL MAKEUP BUTTER BUTTER LIPSTICK,1 CT,COLOR COSMETICS,LIP,LIPSTICK
305216760008,PONDS,PONDS AGE DEFYING COMPLEX WITH ALPHA NUTRIUM 2 OZ,2 OZ,FACE,FACE CREAM AND LOTIONS,FACE CREAM AND LOTIONS
048500201244,TROPICANA,TROPICANA PURE PREMIUM ORANGE TANGERINE JUICE VITAMIN C ENRICHED NT FRM CNCN PR PSTR PLASTIC BOTTLE 1 CT 59 OZ,NULL,LRB,J&D,NCB
041000002731,LIPTON,LIPTON ICED TEA ICED BLACK TEA TEA DECAFFEINATED 5.25 OZ - 0041000002731,NULL,TOTAL TEA,LEAF TEA,MAINSTREAM BLACK
186852000365,TALENTI,TALENTI FROZEN MEDITERRANEAN MINT GELATO REGULAR 16 OZ - 0186852000361,16 OZ,PACKAGED ICE CREAM,CREAM BASED,GELATO
050428109403,CVS,"CVS HEALTH CALAMINE PLUS, 6 OZ",NULL,FIRST AID,TREAT - ANTI ITCH,TREATMENTS
021908415277,LARABAR,"LARABAR CORE - PEANUT BUTTER COOKIE &CASHEW & BLUEBERRY MUFFIN, 18 COUNT",18 PACK,SNACK BARS,NUTRITIONAL BAR,HEALTH BARS
025500003924,FOLGERS,FOLGERS 1/2 CAFF MEDIUM GROUND COFFEE,10.8 OZ,PACKAGED COFFEE,COFFEE,GROUND
050428368718,CVS,EXTRA STRENGTH SINUS RELIEF FAST RELIEF,NULL,UPPER RESPIRATORY,NASAL,ADULT
071249106600,LOREAL PARIS COSMETICS,LP COLOUR JUICE STP LP GLS LQD TBE,1 CT,COLOR COSMETICS,LIP,LIP GLOSS
050428847909,CVS,CVS ROASTED & LIGHTLY SALTED ALMONDS,NULL,SNACKS,SALTY SINGLE,SALTY SNACKS
070470180229,YOPLAIT,YOP POWER STRAWBERRY WITH ACAI AND CHIA,1 PACK,YOGURT,REFRIGERATED YOGURT,TRD SNGL SRV & MPK
022400007991,TRESEMME,TRESEMME REPAIR & SMOOTH FRIZZ CONTROL HAIR CREAM 6.75 OZ,6.75 OZ,DAILY HAIR CARE,STYLING,CREAM/LOTION
712493699134,LOREAL PARIS COSMETICS,+LREAL SS LPCLR PLTBE OZ,1 CT,COLOR COSMETICS,LIP,NOT APPLICABLE
041554012071,MAYBELLINE,MAYBELLINE FOREVER LIPCOLOR STP LP CLR STCK TBE,1 CT,COLOR COSMETICS,LIP,LIPSTICK
011115340042,BRUMMEL & BROWN,BRML & BRW 35 PCT VGTB OIL SPRD 15 OZ 001111534004,15 OZ,OILS/BUTTER/MARGARINE SPREADS/SUBSTITUTES,SUBSTITUTE SPREADS,REGULAR FAT
071249045442,LOREAL PARIS COSMETICS,LP TRANSLUCIDE BLSH GEL GLOW TBE,1 CT,COLOR COSMETICS,FACE COSMETICS,BLUSH
072945610767,SARA LEE,SARA LEE SS RL TTPBG WHT N  315OZ,NULL,MAINSTREAM,SARA LEE ARTESANO ALFAROS BREAD,BREAD
050428382943,CVS,LUTEIN 20 MG SUPPORTS EYE HEALTH DIETARY SUPPLEMENT,NULL,VITAMINS AND SUPPLEMENTS,SUPPLEMENTS,VISION SUPPLEMENT
079400065315,SUAVE,SUAVE NATURALS REGULAR HAIR CONDITIONER LIQUID RP 22.5 OZ,23 OZ,DAILY HAIR CARE,WASH & CARE,REGULAR/BASIC CONDITIONERS
822142318207,TIGI,TIGI BED HEAD URBAN ANTI DOTES RECOVERY REGULAR HAIR CONDITIONER LIQUID DRY DAMAGED RP 6.76 OZ,7 OZ,DAILY HAIR CARE,WASH & CARE,REGULAR/BASIC CONDITIONERS
062338881874,AIR WICK,AIR WICK DBL FRS SCENTED OIL REFILL CCTS FLWR WRM BRZ BTL 1.34 FL OZ BOX W/ELCT WRMR 006233888187,6.17 OZ,AIR CARE,LIQUID ELECTRICALS,LIQUID ELECTRICALS
052000042894,GATORADE,GATORADE ESSNTL ORGANIC THIRST QUENCHER POWDER STRAWBERRY 50.9 OZ 1 CT,50.9 OZ,LRB,SPORTS DRINK,NCB
911113229823,MCDONALDS,CRISPY CHICKEN SANDWICH, ,NON_ALCOHOL_BEVERAGE,SANDWICHES_AND_WRAPS,SANDWICH_CHICKEN_CRISPY
071537060300,POLAR,POLAR SELTZER RASPBERRY LIME SPARKLING WATER - 20OZ BOTTLE,NULL,BEVERAGES,SELTZER WATER,FLAVORED
615908957143,TIGI,TIGI CATWALK CURLS ROCK CURL ACTIVATOR CREAM REGULAR HAIR STYLING PRODUCT RP 5.07 OZ,5 OZ,DAILY HAIR CARE,STYLING,CREAM/LOTION
050428578919,CVS,CLEANSING CLOTHS GREEN TEA AND CUCUMBER SCENT,32 ,FEMININE CARE,FEMININE WIPE,FEMININE WIPE
041540009306,PAPER MATE,1979423 ASSORTED POROUS POINT PENS 16-PK,16 CT,WRITING INSTRUMENTS,PENS,POROUS PENS
305210194397,VASELINE,VASELINE INTENSIVE RESCUE CHAMOMILE SKIN MOISTURIZER LOTION DRY SOOTHING SP 30.3 OZ,30 OZ,BODY CARE,HAND AND BODY LOTION,THERAPY
794522001330,TAZO,TAZO ELDERBERRY BLACKBRRY HERBAL TEA CAFFEINE FREE 1.2 OZ - 0794522001331,NULL,TOTAL TEA,LEAF TEA,SPECIALTY
050428504482,CVS,"CVS HEALTH BEACH GUARD SUNSCREEN LOTION 6.7 OZ, SPF 30",NULL,SUNCARE,GP/SKIN SPF 30-49,GENERAL PROTECTION SKIN
075828252979,ICEHOUSE,ICEHOUSE 1 PACK 16OZ AL CAN,16 OZ,BEER,NEAR PREMIUM,1PK 16OZ AL CAN
071990000219,COORS BANQUET,COORS BANQUET 6 PACK 12OZ GL BTL,12 OZ,BEER,PREMIUM REGULAR,6PK 12OZ GL BTL
072440144606,ALLRECIPES,ALLRECIPES (EACH), ,MAGAZINES,FOOD,COOKING/RECIPES
036000315462,HUGGIES,HUGGIES SIZE TWO DISPOSABLE DIAPER BAG DISNEY TRADEMARK MULTIPLE CLR DSN,SIZE 2,DIAPERS,POME,HI CT JR
036000121063,PULL-UPS,PULL-UPS DISPOSABLE TRAINING PANT 44 COUNT,XLRG,TRAINING PANTS,TRAINING PANTS,BIG
052000320695,GATORADE,GATORADE FIERCE MELON 32 OZ 1 CT,32 OZ,LRB,SPORTS DRINK,NCB
071249658475,LOREAL PARIS COSMETICS,LOREAL PARIS VOLUME MEGA MASCARA LIGHTWEIGHT MEGA VOLUME WASHABLE,1 CT,COLOR COSMETICS,EYE,MASCARA
050428591864,CVS,"CVS HEALTH FLEXIBLE FABRIC ANTI-BACTERIAL BANDAGES, ASSORTED SIZES, 30 CT",NULL,FIRST AID,ADH BNDG - STANDARD,ADHESIVE BANDAGES
764302311096,SHEA MOISTURE,SHEA MOISTURE MOISTURIZE & FORTIFY HAIR CONDITIONER LIQUID DAMAGED TRANSTNNG HR RP 16.3 OZ - 0764302311091,16 OZ,DAILY HAIR CARE,WASH & CARE,CONDITIONER X DRY
036000457667,PULL-UPS,PULL-UPS DISPOSABLE TRAINING PANTS BOX 102 COUNT,XLRG,TRAINING PANTS,TRAINING PANTS,HUGE
041554557763,MAYBELLINE,MAYBELLINE FULL N SOFT WATERPROOF MASCARA VERY BLACK,1 CT,COLOR COSMETICS,EYE,MASCARA
048001716162,KNORR,"KNORR TOMATO BASED PASTA SOUP, 3.5 OZ",4 OZ,MEAL MAKERS,TOTAL SOUP,DRY SOUP MIXES & BASES
016000159235,CINNAMON TOAST CRUNCH,CINNAMON TOAST CRUNCH RTE CEREAL - MEDIUM SIZE,1 PACK,CEREAL,RTE CEREAL,KID
035000671547,COLGATE MOUTHWASH,"COLGATE TOTAL GUM HEALTH MOUTHWASH, CLEAN MINT, 33.8 OUNCE",33.8 OZ,MOUTHWASH,MULTI BENEFIT,LARGE
079400245373,DEGREE MEN,DEGREE MEN ULTRA CLEAR ANTIPERSPIRANT DEODORANT COOL RUSH PLASTIC CONTAINER RP 2.7 OZ,3 OZ,APDEO,APDEO X BODY SPRAY/MISTS,APDEO X BODY SPRAY/MISTS
016500552819,ONE A DAY,ONE A DAY PRENATAL ADULT MULTIVITAMINS WOMENS NON-MATURE WOMENS TABS/CAPS 60 CT 60 CT RP - 1650055281,60 CT,HEALTH & WELLNESS,NUTRITIONALS,ADULT MULTIVITAMINS
876063007672,MUSCLE MILK,MUSCLE MILK ORGANIC NON DAIRY PROTEIN SHAKE VANILLA 11 OZ 4 CT,11 OZ,LRB,ENGINEERED NUTRITION,NCB
041554540321,MAYBELLINE,MAYBELLINE THE COLOSSAL BIG SHOT WASHABLE MASCARA BOOMIN IN BLUE,0.33 OZ,COLOR COSMETICS,EYE,MASCARA
092227852081,AMYLU,SUN-DRIED TOMATO & MOZZARELLACHICKEN BURGERS,8 OZ,REFRIGERATED MEATS,BURGERS,CHICKEN BURGERS
079105129657,NUTRO,NUTRO™ NATURAL CHOICE™ DRY DOG ADULT BEEF AND BROWN RICE,12 LB,PET NEEDS,PET FOOD,DRY DOG FOOD
077043402207,ST IVES,ST IVES MINERAL THERAPY POLISH SOAP PLASTIC JAR RP 8 OZ,8 OZ,PERSONAL WASH,BODY WASH,BODY WASH X ACNE
800897207311,NYX PROFESSIONAL MAKEUP,NYX PROFESSIONAL MAKEUP SHINE LOUD HIGH SHINE VEGAN LIP COLOR,1 CT,COLOR COSMETICS,LIP,LIPSTICK
041554557459,MAYBELLINE,MAYBELLINE VOLUM EXPRESS THE FALSIES BLACK DRAMA WASHABLE MASCARA BLACK DRAMA,1 CT,COLOR COSMETICS,EYE,MASCARA
071249413999,LOREAL PARIS COSMETICS,LP AGE PERFECT SATIN LPSTK STP LP CLR STCK SATIN TBE VIBRNT FUCHSIA,0.13 OZ,COLOR COSMETICS,LIP,LIPSTICK
076808003062,BARILLA,BARILLA PASTA WHITE FIBER THIN SPAGHETTI 12 OZ,12 OZ,DRY PASTA,GRAIN,SPAGHETTI
016000184565,PLENTIFULL,PLENTIFULL CRL PNT BTR,NULL,CEREAL,RTE CEREAL,ADULT
052000134773,PROPEL,PROPEL ZERO LEMON ENHANCED WATER PLASTIC BOTTLE 1 CT 24 OZ,NULL,LRB,WATER,NCB
085000032190,LOUIS M MARTINI,LOUIS M MARTINI CABERNET SAUVIGNON CALIFORNIA 1 CT .375  - 0085000032191,375 ML,RED WINE,TABLE,CABERNET SAUVIGNON
048001256729,HELLMANN'S/BEST FOODS,HELLMANNS SWEET RED FRENCH SALAD DRESSING PLASTIC BOTTLE 32 OZ - 0048001256722,32 OZ,SPOONABLES,SALAD DRESSING,SALAD DRESSING
051461036275,BOOTS NO. 7,BOOTS NO. 7 QUICK DRY TINTED LOTION - MEDIUM/DARK,NULL,COSMETICS,NAIL ART,NAIL
2700718563665,SUAVE,SUAVE NATURALS CREAMY COCOA BUTTER & SHEA WASH SOAP PLASTIC BOTTLE RP 18 OZ - 2700718563661,18 OZ,PERSONAL WASH,BODY WASH,BODY WASH X ACNE
850018000000,DAILY CRUNCH,"DAILY CRUNCH CACAO + SEA SALT SPROUTED ALMONDS, 5 OZ",NULL,HEALTHCARE INNOVATION,CONSUMABLES,CONSUMABLES
032433041008,WELMEDIX,"WELMEDIX HOMECARE PRO RAPID RELIEF RASH CREAM, 4 OZ",NULL,HOME HEALTH CARE,CAREGIVER,WOUND CARE
071330604794,D ITALIANO,D ITALIANO ITALIAN BREAD 2 CT 40 OZ,40 OZ,MAINSTREAM,OTHER BREAD,BREAD
800897143756,NYX PROFESSIONAL MAKEUP,NYX PROFESSIONAL MAKEUP MATTE LIPSTICK NATURAL MLS,0.14000000000000001 OZ,COLOR COSMETICS,LIP,LIPSTICK
271562122619,DOVE,DOVE SOAP 3 CT RP 9.45 OZ, ,PERSONAL WASH,BAR SOAP,BAR SOAP INCL FACE
016000163621,CHEERIOS,FRTY CHEERIOS CEREAL LARGE,1 PACK,CEREAL,RTE CEREAL,FAMILY
012000205453,BUBLY,BUBLY SPARKLING WATER BLUEBERRY POMEGRANATE 12 OZ 18 CT,12 OZ,LRB,WATER,CSD
603084215638,GARNIER HAIR COLOR,GRNR NUTRISSE EXC BASIC PERM BRWN/BLK NTRL CREME FR GDS,1 CT,WOMENS HAIR COLOR,BASIC PERMANENT,BASIC PERMANENT
095008033334,ESSIE,ESSIE ES PRO CLR ESSIELOVE,1 CT,NAIL,NAIL,ENAMEL
041000022319,KNORR,KNORR ASIAN SIDES TERIYAKI REGULAR RICE AND PASTA MIX LONG GRAIN 5.4 OZ - 0041000022313,5.4 OZ,MEAL MAKERS,SHELF STABLE RICE AND PASTA,SHELF STABLE RICE
036000497960,HUGGIES,"HUGGIES LITTLE MOVERS DIAPER, 84 CT SIZE6",NULL,DIAPERS,AB,HI CT/HUGE
011111016026,CARESS,CARESS CHARCOAL & PINK LOTS WASH SOAP PLASTIC BOTTLE RP 18 OZ - 0011111016021,18 OZ,PERSONAL WASH,BODY WASH,BODY WASH X ACNE
041196404739,PROGRESSO,PROGRESSO LIGHT VEGETABLE READY TO SERVE SOUP 18.5 OZ - 0041196404731,18.5 OZ,SOUPS & BROTHS,SOUP,CANNED SOUP
036000433654,GOODNITES,GOODNITES DISPOSABLE UNDERPANT 25 COUNT,NULL,YOUTH PANTS,UNDERPANT,BIG
071641382824,SHARPIE,38282 BLUE CHISEL TIP PERMANENT MARKER,1 CT,WRITING INSTRUMENTS,MARKERS,PERMANENT MARKERS
074323736670,MARINELA,"MARINELA MUYYUM OATMEAL COOKIE, 1OZ",NULL,BAKED GOODS,MARINELA,COOKIES
050428427545,CVS,COMPACT APPLICATOR REGULAR TAMPONS,NULL,FEMININE CARE,TAMPON,TAMPON REGULAR
800897098186,NYX PROFESSIONAL MAKEUP,NYX PROFESSIONAL MAKEUP SLIP TEASE FULL COLOR LIP OIL RED QUEEN STLO,0.13 OZ,COLOR COSMETICS,LIP,LIP GLOSS
034856908371,WELCHS,WLCH PB& DRD FRT SNCK STRW BT ENVL IN BOX 6.4 OZ,0.8 OZ,FRUIT SNACKS,WHOLESOME SNACK,FRUIT SHAPES
079400479266,AXE,AXE BODY SPRAY EPIC SKY LIGHT & FRESH SCENT DEODORANT  4 OZ,4 OZ,APDEO,BODY SPRAY/MISTS,SPRAY
041100806376,CLARITIN,CLARITIN BASE ADLT BASE AH TABS/CAPS LRT 90 CT RP 90 CT,90 CT,HEALTH & WELLNESS,UPPER RESPIRATORY,ADULT ALLERGY
603084242597,GARNIER HAIR COLOR,GARNIER PERMANENT HAIR COLOR HONEY DIP NUTRISSE,NULL,WOMENS HAIR COLOR,BASIC PERMANENT,BASIC PERMANENT
071990300692,COORS LIGHT,COORS LIGHT 12 PACK 12OZ GL BTL,12 OZ,BEER,PREMIUM LIGHT,12PK 12OZ GL BTL
012000183584,BUBLY,BUBLY SPARKLING WATER STRAWBERRY 16 OZ 6 CT,16 OZ,LRB,WATER,CSD
2700718592955,TONI&GUY,TONI & GUY PREP MANAGEABILITY HAIR CONDITIONER LIQUID RP 3.3 OZ,3 OZ,DAILY HAIR CARE,WASH & CARE,REGULAR/BASIC CONDITIONERS
800897018016,NYX PROFESSIONAL MAKEUP,NYX LIP LUSTRE BTY BLMS LQD TBE,1 CT,COLOR COSMETICS,LIP,LIPSTICK
603084416172,GARNIER HAIR COLOR,GRNR NUTRISSE EXC ULTR CLR BASIC PERM LGHT BRWN COPPER CREME NUTRISSE,NULL,WOMENS HAIR COLOR,BASIC PERMANENT,BASIC PERMANENT
036000150681,U BY KOTEX,KOTEX SECURITY TAMPON REGULAR SATIN SOFT PLASTIC UNSCENTED BOX 36 COUNT,36 COUNT,FEMININE CARE,TAMPONS,REGULAR
071879125668,JENNIES,"JENNIES MACAROONS CHOCOLATE CHIP 5 OZ, 12CT",NULL,GROCERY,SNACKS,COOKIES
800897846732,NYX PROFESSIONAL MAKEUP,NYX PROFESSIONAL MAKEUP GLITTER FACE & BODY GLITTER,1 CT,COLOR COSMETICS,OTHER,GLITTER
800897191351,NYX PROFESSIONAL MAKEUP,NYX PROFESSIONAL MAKEUP CANT STOP CANT STOP WONT STOP LONGWEAR BROW KIT,1 CT,COLOR COSMETICS,EYE,EYEBROW
090174448746,TIGI,TIGI BED HEAD DUMB BLONDE HAIR TREATMENT LIQUID DAMAGED CHEM TREATED RP 6.76 OZ - 0090174448741,6 OZ,DAILY HAIR CARE,WASH & CARE,TREATMENTS
050428581070,CVS,COLD RELIEF ORIGINAL,NULL,UPPER RESPIRATORY,COLD FLU,ADULT
028400057905,BAKEN-ETS,BAKEN ETS CHICHARRONES HOT SAUCE BAG 3.5 OZ,NULL,FLNA,SALTY SNACKS,PORK RINDS
071249395530,LOREAL PARIS COSMETICS,LP INFALLIBLE LES MACARONS STP LP CLR LQD MATTE TBE PRALINE DE PARIS,0.21 OZ,COLOR COSMETICS,LIP,LIPSTICK
028400679732,FRITO LAY,FRITO LAY BAKED AND POPPED VARIETY PACK MIX 18 CT,NULL,FLNA,SALTY SNACKS,VARIETY MULTIPACK
071249423554,LOREAL PARIS COSMETICS,LOREAL PARIS SKIN PARADISE WATER INFUSED TINTED MOISTURIZER WITH SPF MEDIUM,1 CT,COLOR COSMETICS,FACE COSMETICS,TINTED MOISTURIZER BB & CC CREAM
2700706329402,TIGI,TIGI BED HEAD SELF ABSORBED REGULAR HAIR CONDITIONER LIQUID RP 8.5 OZ,9 OZ,DAILY HAIR CARE,WASH & CARE,REGULAR/BASIC CONDITIONERS
271550306373,ANDRE,ANDRE STRAWBERRY CALIFORNIA 1 CT .75  - 2715503063721,750 ML,SPARKLING WINE,SPARKLING WINE/CHAMPAGNE,A/O FLAVOR
041000208201,LIPTON,LIPTON TEA & HONEY ICED BLACK TEA TO-GO PACKETS 10 CT,NULL,TOTAL TEA,CONVENIENCE TEA,BLACK (SG)
022400477671,TRESEMME,TRESEMME KERATIN SMOOTH SHAMPOO CONDITIONER STYLING AID HAIR CARE COMBO BOX REGULAR RP 53.3 OZ,53 OZ,DAILY HAIR CARE,WASH & CARE,W&C COMBO PACKS
027018302582,GOOD EARTH,"GOOD EARTH GREEN TEA BAGS LEMONGRASS DECAFFEINATED, 25CT",NULL,PACKAGED TEA,GREEN,TEA BAG
081693290046,MARLEY COFFEE,"MARLEY COFFEE ORGANIC COFFEE ESPRESSO ROAST COFFEE LIVELY UP! DARK ROAST 0.39 OZ, 6 PACKS OF 12CT",12 CT,GROCERY,BEVERAGES,COFFEE & TEA
012000431906,LIPTON,DT LPT WHITE T/W RSP16.9OZPL6PK,NULL,LRB,RTD TEA,NCB
050428565261,CVS,JUST THE BASICS SOFT CHOCOLATE CHIP COOKIES,NULL,SNACKS,COOKIES BULK,COOKIES
800897217013,NYX PROFESSIONAL MAKEUP,NYX PROFESSIONAL MAKEUP CASA DE PAPEL EWLS SOFIA,1 CT,COLOR COSMETICS,EYE,EYE LINER
615908408287,TIGI,TIGI S FACTOR SMOOTHING HAIR CONDITIONER LIQUID RP 6.76 OZ,7 OZ,DAILY HAIR CARE,WASH & CARE,REGULAR/BASIC CONDITIONERS
800897839475,NYX PROFESSIONAL MAKEUP,NYX PROFESSIONAL MAKEUP SLIDE SLIDE ON LIP PENCIL,1 CT,COLOR COSMETICS,LIP,LIP LINER
012000813146,STARBUCKS,STARBUCKS FRAPPUCCINO COFFEE GLASS 13.7 OZ 12 CT,13.7 OZ,LRB,RTD COFFEE,NCB
739510114029,SOBE,SBLN HNY GRN TEA 20 OZ SOBE PET,OZ,LRB,J&D,NCB
603084554485,GARNIER HAIR COLOR,GARNIER NUTRISSE NOURISHING HAIR COLOR CREME WITH TRIPLE OILS SOFT BLACK BLACK TEA KIT,1 CT,WOMENS HAIR COLOR,BASIC PERMANENT,BASIC PERMANENT
072140032227,EUCERIN,"EUCERIN SUN AGE DEFENSE SPF 50 FACE SUNSCREEN LOTION, 2.5 OZ",NULL,SUN CARE,SUNSCREEN,ADULT
048001001459,HELLMANN'S/BEST FOODS,HELLMANNS RELISH SANDWICH SPREAD REGULAR FAT CONTENT PLASTIC JAR RP 15 OZ,15 OZ,SPOONABLES,SPOONABLES,SALAD DRESSING
011111032361,DOVE MEN+CARE,DOVE MEN PLUS CARE 3N1 MENTHOL BODY WASH 18 OZ,18 OZ,PERSONAL WASH,BODY WASH,BODY WASH X ACNE
016000437180,BETTY CROCKER,BETTY CROCKER ULTIMATE REGULAR AU GRATIN AND CASSEROLE INSTANT POTATO MIX SLICED 6.2 OZ - 0016000437181,6.2 OZ,PACKAGED MEALS/SIDE DISHES,SIDE DISHES,BOXED POTATOES
071641087972,SHARPIE,1927324 ASSORTED CHISEL TIP PERMANENT MARKER 4-PK,4 CT,WRITING INSTRUMENTS,MARKERS,PERMANENT MARKERS
036000464085,PULL-UPS,PULL UPS 4T TO 5T COOL AND LEARN DISPOSABLE TRAINING PANT DISNEY JNR MCKY MS CLB BOY,XLRG,TRAINING PANTS,TRAINING PANTS,HIGHCT
079400202444,DOVE,DOVE HAIR THERAPY REFRESH PLUS CARE VOLUMIZING DRY SHAMPOO SPRAY CAN RP 5 OZ - 0079400202441,5 OZ,DAILY HAIR CARE,WASH & CARE,DRY SHAMPOO
036000357677,COTTONELLE,COTTONELLE FRESHCARE PREMOISTENED WIPE BRKS UP AFTR FLSH CNTENA AL REFILL BOX 400 CT,400 COUNT,TOTAL WIPES,FLUSHABLE WIPES,SINGLE
800897068837,NYX PROFESSIONAL MAKEUP,NYX PROFESSIONAL MAKEUP TOTAL CONTROL TOTAL CONTROL DROP FOUNDATION,1 CT,COLOR COSMETICS,FACE COSMETICS,FOUNDATION
884486303769,ESSIE,ESSIE GEL COUTURE NAIL POLISH COUTURE CURATOR,1 CT,NAIL,NAIL,ENAMEL
854021008138,CLIO BAR,CLIO YOGURT BARS MINIS VANILLA AND STRAWBERRY - 24 PACK,1.76 OZ,GROCERY,DAIRY,YOGURT BAR
012000206245,MOUNTAIN DEW,MTN DEW ZERO SUGAR SODA FROST BITE 16.9 OZ 6 CT,16.9 OZ,LRB,CSD,CSD
079400323705,SUAVE MEN,SUAVE MEN SPORT WASH SOAP SQUEEZE BOTTLE RP 18 OZ - 0079400323701,18 OZ,PERSONAL WASH,BODY WASH,BODY WASH X ACNE
041554533118,MAYBELLINE,MBLNE WET SHINE DIAMONDS STP LP CLR STCK TBE,1 CT,COLOR COSMETICS,LIP,LIPSTICK
222026510268,PERDUE,PERDUE FARMS INCORPORATED HRVSTLD BNLS CHX BRS,NULL,CHICKEN,FRESH MEAT,BREASTS
041554247701,MAYBELLINE,MAYBELLINE CONCEALER FAIR,0.23 OZ,COLOR COSMETICS,FACE COSMETICS,CONCEALER
040822011921,SABRA,SABRA HUMMUS JALAPENO 10 OZ,10 OZ,FLNA,DIPS,HUMMUS
014100074724,PEPPERIDGE FARM,"PEPPERIDGE FARM, DISTINCTIVE COOKIES, MILANO, DOUBLE CHOCOLATE",7.5 OZ,COOKIES AND CRACKERS,COOKIES,SANDWICH COOKIE
041554436310,MAYBELLINE,MBLNE EXPERT EYES ORIGINAL EYE LNRS MCHNCL PNCL,1 CT,COLOR COSMETICS,EYE,EYE LINER
050428460184,CVS,"CVS HEALTH BABY BROAD SPECTRUM SUNSCREEN LOTION SPF 50, 8 OZ",NULL,SUNCARE,BABY TUBE & BOTTLE,BABY
016500552581,FLINTSTONES,FLINTSTONES COMPLETE CHILDRENS MULTIVITAMINS MULTIVITAMIN MULTIVITAMIN GUMMY 60 CT 75 CT %F,75 CT,HEALTH & WELLNESS,NUTRITIONALS,CHILDRENS MULTIVITAMINS
023100116532,JUMBONE,JUMBONE MID RANGE,NULL,PET NEEDS,PET FOOD,DOG TREAT
016000442825,NATURE VALLEY,NATURE VALLEY SWEET & SALTY PEANUT BUTTER GRANOLA BAR - 1 COUNT,1 PACK,SNACK BARS,CEREAL/GRANOLA BARS,CHEWY GRANOLA BAR
603084555727,GARNIER HAIR COLOR,GARNIER OLIA OIL POWERED AMMONIA FREE PERMANENT HAIR COLOR DARKEST BROWN KIT,1 CT,WOMENS HAIR COLOR,BASIC PERMANENT,BASIC PERMANENT
036000523737,DEPEND,DEPEND PROTECTION PLUS UNDERWEAR FOR WOMEN SIZE SMALL 92 COUNT,92 COUNT,ADULT INCONTINENCE,ADULT UNDERWEAR,HEAVY END
028400231367,CHEETOS,CHEETOS CHEESE SNACK CHIPOTLE RANCH BAG 3.5 OZ 1 CT,3.5 OZ,FLNA,SALTY SNACKS,CURLS AND PUFFS
